nome,preparacao,nome_busca,kcal_100g,proteina_g,carboidrato_g,gordura_g,fibra_g,sodio_mg,gordura_saturada_g,gordura_trans_g,acucar_g,colesterol_mg,fonte
PICANHA,ASSADO(A),picanha assado,204.0,30.67,,9.0,,41.0,3.42,0.41,,58.0,IBGE
PICANHA,FRITO(A),picanha frito,253.57,30.67,,14.61,,41.0,4.29,0.44,,58.0,IBGE
PICANHA,ENSOPADO,picanha ensopado,253.57,30.67,,14.61,,41.0,4.29,0.44,,58.0,IBGE
PATINHO,COZIDO(A),patinho cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
PATINHO,GRELHADO(A)/BRASA/CHURRASCO,patinho grelhado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
PATINHO,ASSADO(A),patinho assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
PATINHO,FRITO(A),patinho frito,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
PATINHO,EMPANADO(A)/A MILANESA,patinho empanado,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
PATINHO,MOLHO VERMELHO,patinho ao molho vermelho,164.0,29.16,1.08,4.04,0.3,140.8,1.38,0.18,0.85,72.0,IBGE
PATINHO,ENSOPADO,patinho ensopado,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
CABECA DE LOMBO (CARNE BOVINA),COZIDO(A),cabeca de lombo carne bovina cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
CABECA DE LOMBO (CARNE BOVINA),GRELHADO(A)/BRASA/CHURRASCO,cabeca de lombo carne bovina grelhado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
CABECA DE LOMBO (CARNE BOVINA),ASSADO(A),cabeca de lombo carne bovina assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
CABECA DE LOMBO (CARNE BOVINA),FRITO(A),cabeca de lombo carne bovina frito,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
CABECA DE LOMBO (CARNE BOVINA),EMPANADO(A)/A MILANESA,cabeca de lombo carne bovina empanado,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
CABECA DE LOMBO (CARNE BOVINA),REFOGADO(A),cabeca de lombo carne bovina refogado,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
POSTA BRANCA,COZIDO(A),posta branca cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
POSTA BRANCA,FRITO(A),posta branca frito,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
POSTA BRANCA,MOLHO VERMELHO,posta branca ao molho vermelho,164.0,29.16,1.08,4.04,0.3,140.8,1.38,0.18,0.85,72.0,IBGE
TATU (LAGARTO REDONDO),COZIDO(A),tatu lagarto redondo cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
TATU (LAGARTO REDONDO),ASSADO(A),tatu lagarto redondo assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
TATU (LAGARTO REDONDO),REFOGADO(A),tatu lagarto redondo refogado,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
TATU (LAGARTO REDONDO),NAO SE APLICA,tatu lagarto redondo,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
PAULISTA,COZIDO(A),paulista cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
PAULISTA,ASSADO(A),paulista assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
LOMBO PAULISTA (CARNE BOVINA),COZIDO(A),lombo paulista carne bovina cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
LOMBO PAULISTA (CARNE BOVINA),ASSADO(A),lombo paulista carne bovina assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
LOMBO PAULISTA (CARNE BOVINA),FRITO(A),lombo paulista carne bovina frito,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
LOMBO PAULISTA (CARNE BOVINA),ENSOPADO,lombo paulista carne bovina ensopado,248.57,36.12,,10.61,,45.0,2.6,0.26,,90.0,IBGE
POSTA VERMELHA,COZIDO(A),posta vermelha cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
ACEM,COZIDO(A),acem cozido,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
ACEM,ASSADO(A),acem assado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
ACEM,FRITO(A),acem frito,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
ACEM,EMPANADO(A)/A MILANESA,acem empanado,280.84,24.68,3.39,18.03,0.14,67.09,6.15,0.69,0.01,75.0,IBGE
ACEM,REFOGADO(A),acem refogado,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
ACEM,ENSOPADO,acem ensopado,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
AGULHA (ACEM),COZIDO(A),agulha acem cozido,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
AGULHA (ACEM),ASSADO(A),agulha acem assado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
AGULHA (ACEM),FRITO(A),agulha acem frito,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
PALETA,COZIDO(A),paleta cozido,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
PALETA,FRITO(A),paleta frito,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
PALETA,MOLHO VERMELHO,paleta ao molho vermelho,198.4,19.64,1.08,12.37,0.3,158.4,4.6,0.54,0.85,60.0,IBGE
PALETA,ENSOPADO,paleta ensopado,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
PA COM OSSO,COZIDO(A),pa com osso cozido,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
PA COM OSSO,GRELHADO(A)/BRASA/CHURRASCO,pa com osso grelhado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
PA COM OSSO,ASSADO(A),pa com osso assado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
MUSCULO BOVINO,COZIDO(A),musculo bovino cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
MUSCULO BOVINO,ASSADO(A),musculo bovino assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
MUSCULO BOVINO,MOLHO VERMELHO,musculo bovino ao molho vermelho,164.0,29.16,1.08,4.04,0.3,140.8,1.38,0.18,0.85,72.0,IBGE
MUSCULO BOVINO,ENSOPADO,musculo bovino ensopado,221.66,36.12,,7.56,,45.0,2.12,0.24,,90.0,IBGE
MUSCULO BOVINO,SOPA,musculo bovino sopa,63.94,3.81,7.73,1.81,0.39,364.01,0.68,0.08,0.24,7.86,IBGE
CHAMBARIL,COZIDO(A),chambaril cozido,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
CHAMBARIL,ASSADO(A),chambaril assado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
CHAMBARIL,REFOGADO(A),chambaril refogado,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
CARNE MARICA BOVINA,COZIDO(A),carne marica bovina cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
CARNE MARICA BOVINA,FRITO(A),carne marica bovina frito,221.66,36.12,,7.56,,45.0,2.12,0.24,,90.0,IBGE
CARNE MARICA BOVINA,REFOGADO(A),carne marica bovina refogado,221.66,36.12,,7.56,,45.0,2.12,0.24,,90.0,IBGE
VAZIO (CARNE BOVINA),COZIDO(A),vazio carne bovina cozido,204.0,30.67,,9.0,,41.0,3.42,0.41,,58.0,IBGE
VAZIO (CARNE BOVINA),GRELHADO(A)/BRASA/CHURRASCO,vazio carne bovina grelhado,204.0,30.67,,9.0,,41.0,3.42,0.41,,58.0,IBGE
VAZIO (CARNE BOVINA),FRITO(A),vazio carne bovina frito,226.66,30.67,,11.56,,41.0,3.82,0.42,,58.0,IBGE
PEITO BOVINO,COZIDO(A),peito bovino cozido,204.0,30.67,,9.0,,41.0,3.42,0.41,,58.0,IBGE
PEITO BOVINO,FRITO(A),peito bovino frito,226.66,30.67,,11.56,,41.0,3.82,0.42,,58.0,IBGE
FRALDINHA (CAPA DE FILE),COZIDO(A),fraldinha capa de file cozido,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
FRALDINHA (CAPA DE FILE),GRELHADO(A)/BRASA/CHURRASCO,fraldinha capa de file grelhado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
FRALDINHA (CAPA DE FILE),ASSADO(A),fraldinha capa de file assado,199.0,36.12,,5.0,,45.0,1.72,0.23,,90.0,IBGE
FRALDINHA (CAPA DE FILE),FRITO(A),fraldinha capa de file frito,221.66,36.12,,7.56,,45.0,2.12,0.24,,90.0,IBGE
ABA DE FILÉ,CRU(A),aba de file cru,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
ABA DE FILÉ,GRELHADO(A)/BRASA/CHURRASCO,aba de file grelhado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
ABA DE FILÉ,FRITO(A),aba de file frito,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
COSTELA BOVINA,COZIDO(A),costela bovina cozido,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
COSTELA BOVINA,ASSADO(A),costela bovina assado,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
COSTELA BOVINA,REFOGADO(A),costela bovina refogado,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
COSTELA BOVINA,ENSOPADO,costela bovina ensopado,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
JACARE (CARNE BOVINA DE SEGUNDA C/ OSSO),COZIDO(A),jacare carne bovina de segunda c osso cozido,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
JACARE (CARNE BOVINA DE SEGUNDA C/ OSSO),ASSADO(A),jacare carne bovina de segunda c osso assado,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
JACARE (CARNE BOVINA DE SEGUNDA C/ OSSO),FRITO(A),jacare carne bovina de segunda c osso frito,365.0,22.6,,29.79,,64.0,12.01,1.35,,84.0,IBGE
FILE DE SEGUNDA,GRELHADO(A)/BRASA/CHURRASCO,file de segunda grelhado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
FILE DE SEGUNDA,ASSADO(A),file de segunda assado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
FILE DE SEGUNDA,FRITO(A),file de segunda frito,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
FILE DE SEGUNDA,EMPANADO(A)/A MILANESA,file de segunda empanado,280.84,24.68,3.39,18.03,0.14,67.09,6.15,0.69,0.01,75.0,IBGE
FILE DE SEGUNDA,AO ALHO E OLEO,file de segunda ao alho e oleo,264.66,24.22,,17.98,,67.0,6.14,0.69,,75.0,IBGE
VISCERA BOVINA,COZIDO(A),viscera bovina cozido,191.0,29.08,5.13,5.26,,79.0,1.7,0.21,,396.0,IBGE
VISCERA BOVINA,FRITO(A),viscera bovina frito,213.66,29.08,5.13,7.82,,79.0,2.1,0.22,,396.0,IBGE
PANELADA (VISCERAS BOVINAS NAO ESPECIFICADAS),COZIDO(A),panelada visceras bovinas nao especificadas cozido,100.04,13.98,4.18,2.96,0.62,340.84,0.9,0.05,1.95,265.68,IBGE
PANELADA (VISCERAS BOVINAS NAO ESPECIFICADAS),ENSOPADO,panelada visceras bovinas nao especificadas ensopado,100.04,13.98,4.18,2.96,0.62,340.84,0.9,0.05,1.95,265.68,IBGE
CORACAO BOVINO,COZIDO(A),coracao bovino cozido,165.0,28.48,0.15,4.73,,59.0,1.4,0.16,,212.0,IBGE
CORACAO BOVINO,GRELHADO(A)/BRASA/CHURRASCO,coracao bovino grelhado,165.0,28.48,0.15,4.73,,59.0,1.4,0.16,,212.0,IBGE
CORACAO BOVINO,ASSADO(A),coracao bovino assado,165.0,28.48,0.15,4.73,,59.0,1.4,0.16,,212.0,IBGE
CORACAO BOVINO,FRITO(A),coracao bovino frito,187.66,28.48,0.15,7.29,,59.0,1.81,0.17,,212.0,IBGE
RIM DE BOI,COZIDO(A),rim de boi cozido,158.0,27.27,,4.65,,94.0,1.07,0.2,,716.0,IBGE
BOFE BOVINO,ASSADO(A),bofe bovino assado,158.0,27.27,,4.65,,94.0,1.07,0.2,,716.0,IBGE
BOFE BOVINO,FRITO(A),bofe bovino frito,180.66,27.27,,7.21,,94.0,1.47,0.21,,716.0,IBGE
BOFE BOVINO,REFOGADO(A),bofe bovino refogado,180.66,27.27,,7.21,,94.0,1.47,0.21,,716.0,IBGE
MIOLO DE BOI,COZIDO(A),miolo de boi cozido,151.0,11.67,1.48,10.53,,108.0,2.39,0.51,,3100.0,IBGE
TRIPA BOVINA,COZIDO(A),tripa bovina cozido,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
TRIPA BOVINA,GRELHADO(A)/BRASA/CHURRASCO,tripa bovina grelhado,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
TRIPA BOVINA,ASSADO(A),tripa bovina assado,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
TRIPA BOVINA,FRITO(A),tripa bovina frito,116.66,11.71,1.99,6.61,,68.0,1.76,0.21,,157.0,IBGE
DOBRADINHA FRESCA,COZIDO(A),dobradinha fresca cozido,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
DOBRADINHA FRESCA,ASSADO(A),dobradinha fresca assado,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
DOBRADINHA FRESCA,MOLHO VERMELHO,dobradinha fresca ao molho vermelho,80.0,9.63,2.67,3.28,0.3,159.2,1.09,0.16,0.85,125.6,IBGE
DOBRADINHA FRESCA,ENSOPADO,dobradinha fresca ensopado,116.66,11.71,1.99,6.61,,68.0,1.76,0.21,,157.0,IBGE
DOBRADINHA FRESCA,NAO SE APLICA,dobradinha fresca,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
FATO BOVINO,COZIDO(A),fato bovino cozido,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
FATO BOVINO,FRITO(A),fato bovino frito,116.66,11.71,1.99,6.61,,68.0,1.76,0.21,,157.0,IBGE
FATO CAPRINO,COZIDO(A),fato caprino cozido,94.0,11.71,1.99,4.05,,68.0,1.36,0.2,,157.0,IBGE
FIGADO BOVINO,CRU(A),figado bovino cru,191.0,29.08,5.13,5.26,,79.0,1.7,0.21,,396.0,IBGE
FIGADO BOVINO,COZIDO(A),figado bovino cozido,191.0,29.08,5.13,5.26,,79.0,1.7,0.21,,396.0,IBGE
FIGADO BOVINO,GRELHADO(A)/BRASA/CHURRASCO,figado bovino grelhado,191.0,29.08,5.13,5.26,,79.0,1.7,0.21,,396.0,IBGE
FIGADO BOVINO,ASSADO(A),figado bovino assado,191.0,29.08,5.13,5.26,,79.0,1.7,0.21,,396.0,IBGE
FIGADO BOVINO,FRITO(A),figado bovino frito,213.66,29.08,5.13,7.82,,79.0,2.1,0.22,,396.0,IBGE
FIGADO BOVINO,EMPANADO(A)/A MILANESA,figado bovino empanado,229.84,29.54,8.52,7.87,0.14,79.09,2.1,0.22,0.01,396.0,IBGE
FIGADO BOVINO,REFOGADO(A),figado bovino refogado,213.66,29.08,5.13,7.82,,79.0,2.1,0.22,,396.0,IBGE
FIGADO BOVINO,MOLHO VERMELHO,figado bovino ao molho vermelho,157.6,23.53,5.18,4.24,0.3,168.0,1.36,0.17,0.85,316.8,IBGE
FIGADO BOVINO,AO ALHO E OLEO,figado bovino ao alho e oleo,213.66,29.08,5.13,7.82,,79.0,2.1,0.22,,396.0,IBGE
FIGADO BOVINO,ENSOPADO,figado bovino ensopado,213.66,29.08,5.13,7.82,,79.0,2.1,0.22,,396.0,IBGE
CUPIM,GRELHADO(A)/BRASA/CHURRASCO,cupim grelhado,330.1,28.63,,23.04,,71.59,5.5,,,90.8,IBGE
CUPIM,ASSADO(A),cupim assado,330.1,28.63,,23.04,,71.59,5.5,,,90.8,IBGE
CUPIM,FRITO(A),cupim frito,363.08,26.91,,27.63,,67.29,6.1,0.03,,85.35,IBGE
LINGUA BOVINA,COZIDO(A),lingua bovina cozido,284.0,19.29,,22.3,,65.0,8.13,0.84,,132.0,IBGE
LINGUA BOVINA,GRELHADO(A)/BRASA/CHURRASCO,lingua bovina grelhado,284.0,19.29,,22.3,,65.0,8.13,0.84,,132.0,IBGE
LINGUA BOVINA,ASSADO(A),lingua bovina assado,284.0,19.29,,22.3,,65.0,8.13,0.84,,132.0,IBGE
LINGUA BOVINA,FRITO(A),lingua bovina frito,306.66,19.29,,24.86,,65.0,8.53,0.85,,132.0,IBGE
LINGUA BOVINA,MOLHO VERMELHO,lingua bovina ao molho vermelho,232.0,15.7,1.08,17.88,0.3,156.8,6.51,0.67,0.85,105.6,IBGE
LINGUA BOVINA,ENSOPADO,lingua bovina ensopado,306.66,19.29,,24.86,,65.0,8.53,0.85,,132.0,IBGE
RABADA DE BOI,NAO SE APLICA,rabada de boi,365.0,22.6,,29.79,,396.67,12.01,1.35,,84.0,IBGE
MOCOTO BOVINO,COZIDO(A),mocoto bovino cozido,214.0,28.81,,10.13,,50.0,3.54,0.03,,83.0,IBGE
MOCOTO BOVINO,ENSOPADO,mocoto bovino ensopado,214.0,28.81,,10.13,,50.0,3.54,0.03,,83.0,IBGE
MOCOTO BOVINO,SOPA,mocoto bovino sopa,63.94,3.81,7.73,1.81,0.39,364.01,0.68,0.08,0.24,7.86,IBGE
MOCOTO BOVINO,NAO SE APLICA,mocoto bovino,214.0,28.81,,10.13,,50.0,3.54,0.03,,83.0,IBGE
BRACO BOVINO,FRITO(A),braco bovino frito,221.66,36.12,,7.56,,45.0,2.12,0.24,,90.0,IBGE
MAO BOVINA,COZIDO(A),mao bovina cozido,214.0,28.81,,10.13,,50.0,3.54,0.03,,83.0,IBGE
CARRE,COZIDO(A),carre cozido,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
CARRE,GRELHADO(A)/BRASA/CHURRASCO,carre grelhado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
CARRE,ASSADO(A),carre assado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
CARRE,FRITO(A),carre frito,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,COZIDO(A),bisteca suina cozido,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,GRELHADO(A)/BRASA/CHURRASCO,bisteca suina grelhado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,ASSADO(A),bisteca suina assado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,FRITO(A),bisteca suina frito,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,EMPANADO(A)/A MILANESA,bisteca suina empanado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,REFOGADO(A),bisteca suina refogado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
BISTECA SUINA,NAO SE APLICA,bisteca suina,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
PERNIL SUINO,COZIDO(A),pernil suino cozido,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
PERNIL SUINO,ASSADO(A),pernil suino assado,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
PERNIL SUINO,FRITO(A),pernil suino frito,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
PERNIL SUINO,REFOGADO(A),pernil suino refogado,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
QUARTO SUINO,COZIDO(A),quarto suino cozido,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
COSTELA SUINA,CRU(A),costela suina cru,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,COZIDO(A),costela suina cozido,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,GRELHADO(A)/BRASA/CHURRASCO,costela suina grelhado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,ASSADO(A),costela suina assado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,FRITO(A),costela suina frito,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,REFOGADO(A),costela suina refogado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,MOLHO VERMELHO,costela suina ao molho vermelho,322.4,23.51,1.08,24.28,0.3,179.2,8.9,0.07,0.85,96.8,IBGE
COSTELA SUINA,ENSOPADO,costela suina ensopado,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
COSTELA SUINA,NAO SE APLICA,costela suina,397.0,29.06,,30.3,,93.0,11.12,0.08,,121.0,IBGE
LOMBO SUINO,COZIDO(A),lombo suino cozido,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
LOMBO SUINO,GRELHADO(A)/BRASA/CHURRASCO,lombo suino grelhado,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
LOMBO SUINO,ASSADO(A),lombo suino assado,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
LOMBO SUINO,FRITO(A),lombo suino frito,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
TOUCINHO,NAO SE APLICA,toucinho,541.0,37.04,1.43,41.78,,2310.0,13.74,0.31,0.59,110.0,IBGE
MIUDO SUINO,COZIDO(A),miudo suino cozido,165.0,26.02,3.76,4.4,,49.0,1.41,,,355.0,IBGE
ARRASTO SUINO,NAO SE APLICA,arrasto suino,100.04,13.98,4.18,2.96,0.62,340.84,0.9,0.05,1.95,265.68,IBGE
SARAPATEL SUINO FRESCO,NAO SE APLICA,sarapatel suino fresco,100.04,13.98,4.18,2.96,0.62,340.84,0.9,0.05,1.95,265.68,IBGE
CARNE SUINA,CRU(A),carne suina cru,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
CARNE SUINA,COZIDO(A),carne suina cozido,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
CARNE SUINA,GRELHADO(A)/BRASA/CHURRASCO,carne suina grelhado,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
CARNE SUINA,ASSADO(A),carne suina assado,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
CARNE SUINA,FRITO(A),carne suina frito,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
CARNE SUINA,EMPANADO(A)/A MILANESA,carne suina empanado,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
CARNE SUINA,REFOGADO(A),carne suina refogado,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
CARNE SUINA,MOLHO VERMELHO,carne suina ao molho vermelho,236.0,20.54,1.08,16.08,0.3,152.0,5.89,0.03,0.85,73.6,IBGE
CARNE SUINA,AO ALHO E OLEO,carne suina ao alho e oleo,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
CARNE SUINA,ENSOPADO,carne suina ensopado,338.57,25.34,,25.67,,59.0,8.24,0.07,,92.0,IBGE
CARNE SUINA,NAO SE APLICA,carne suina,289.0,25.34,,20.06,,59.0,7.36,0.04,,92.0,IBGE
CARNE MOIDA,CRU(A),carne moida cru,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
CARNE MOIDA,COZIDO(A),carne moida cozido,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
CARNE MOIDA,ASSADO(A),carne moida assado,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
CARNE MOIDA,FRITO(A),carne moida frito,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
CARNE MOIDA,EMPANADO(A)/A MILANESA,carne moida empanado,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
CARNE MOIDA,REFOGADO(A),carne moida refogado,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
CARNE MOIDA,MOLHO VERMELHO,carne moida ao molho vermelho,176.0,21.56,1.08,8.92,0.3,153.6,3.51,0.55,0.85,68.8,IBGE
CARNE MOIDA,MOLHO BRANCO,carne moida ao molho branco,203.79,22.08,1.85,11.37,0.04,69.72,5.04,0.65,1.03,75.63,IBGE
CARNE MOIDA,AO ALHO E OLEO,carne moida ao alho e oleo,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
CARNE MOIDA,ENSOPADO,carne moida ensopado,236.66,26.62,,13.66,,61.0,4.78,0.71,,86.0,IBGE
CARNE MOIDA,SOPA,carne moida sopa,63.94,3.81,7.73,1.81,0.39,364.01,0.68,0.08,0.24,7.86,IBGE
CARNE MOIDA,NAO SE APLICA,carne moida,214.0,26.62,,11.1,,61.0,4.38,0.69,,86.0,IBGE
GUIZADO,NAO SE APLICA,guizado,242.0,24.22,,15.42,,67.0,5.74,0.68,,75.0,IBGE
TRIPA SUINA,GRELHADO(A)/BRASA/CHURRASCO,tripa suina grelhado,233.0,12.49,,20.32,,18.0,9.52,,,277.0,IBGE
TRIPA SUINA,FRITO(A),tripa suina frito,255.66,12.49,,22.88,,18.0,9.92,0.01,,277.0,IBGE
FIGADO SUINO,COZIDO(A),figado suino cozido,165.0,26.02,3.76,4.4,,49.0,1.41,,,355.0,IBGE
FIGADO SUINO,ASSADO(A),figado suino assado,165.0,26.02,3.76,4.4,,49.0,1.41,,,355.0,IBGE
FIGADO SUINO,FRITO(A),figado suino frito,187.66,26.02,3.76,6.96,,49.0,1.81,0.01,,355.0,IBGE
LINGUA SUINA,COZIDO(A),lingua suina cozido,271.0,24.1,,18.6,,109.0,6.45,,,146.0,IBGE
LINGUA SUINA,GRELHADO(A)/BRASA/CHURRASCO,lingua suina grelhado,271.0,24.1,,18.6,,109.0,6.45,,,146.0,IBGE
LINGUA SUINA,ASSADO(A),lingua suina assado,271.0,24.1,,18.6,,109.0,6.45,,,146.0,IBGE
LINGUA SUINA,FRITO(A),lingua suina frito,293.66,24.1,,21.16,,109.0,6.85,0.01,,146.0,IBGE
LINGUA SUINA,REFOGADO(A),lingua suina refogado,293.66,24.1,,21.16,,109.0,6.85,0.01,,146.0,IBGE
ORELHA SUINA FRESCA,COZIDO(A),orelha suina fresca cozido,214.0,28.81,,10.13,,50.0,3.54,0.03,,83.0,IBGE
SARRABULHO,NAO SE APLICA,sarrabulho,100.04,13.98,4.18,2.96,0.62,340.84,0.9,0.05,1.95,265.68,IBGE
MOCOTO SUINO,COZIDO(A),mocoto suino cozido,214.0,28.81,,10.13,,50.0,3.54,0.03,,83.0,IBGE
CARNE DE CABRITO,COZIDO(A),carne de cabrito cozido,143.0,27.1,,3.03,,86.0,0.93,0.09,,75.0,IBGE
